Año,País,Valor
2019,MLT,18.987
2020,MLT,11.919
2021,MLT,12.721
2022,MLT,14.246
2023,MLT,14.373
2019,CAN,5.545
2020,CAN,5.3
2021,CAN,5.383
2022,CAN,5.515
2023,CAN,5.405
2019,ESP,10.439
2020,ESP,10.235
2021,ESP,10.091
2022,ESP,10.046
2023,ESP,10.234
2019,SVN,1.063
2020,SVN,0.919
2021,SVN,1.451
2022,SVN,1.671
2023,SVN,1.387
2019,NLD,9.785
2020,NLD,10.139
2021,NLD,10.243
2022,NLD,9.013
2023,NLD,10.804
2019,SVN,5.043
2020,SVN,5.083
2021,SVN,5.174
2022,SVN,5.305
2023,SVN,5.514
2019,EU22OECD,12.568
2020,EU22OECD,12.486
2021,EU22OECD,12.358
2022,EU22OECD,12.239
2023,EU22OECD,12.091
2019,ROU,6.737
2020,ROU,6.372
2021,ROU,6.202
2022,ROU,6.108
2023,ROU,5.865
2019,IND,9.185
2020,IND,9.038
2021,IND,9.499
2022,IND,9.098
2023,IND,9.016
2019,NOR,10.929
2020,NOR,13.63
2021,NOR,9.425
2022,NOR,9.133
2023,NOR,9.222
2019,CZE,7.249
2020,CZE,7.394
2021,CZE,7.583
2022,CZE,8.13
2023,CZE,7.305
2019,CZE,5.274
2020,CZE,5.377
2021,CZE,5.555
2022,CZE,5.78
2023,CZE,6.435
2019,SWE,8.72
2020,SWE,11.164
2021,SWE,10.798
2022,SWE,9.117
2023,SWE,9.67
2019,SWE,7.734
2020,SWE,7.793
2021,SWE,7.446
2022,SWE,7.319
2023,SWE,7.542
2019,RUS,7.382
2020,RUS,7.628
2021,RUS,7.777
2022,RUS,7.939
2019,BEL,5.933
2020,BEL,5.304
2021,BEL,5.472
2022,BEL,5.428
2023,BEL,5.631
2019,LTU,12.203
2020,LTU,11.946
2021,LTU,11.91
2022,LTU,11.884
2023,LTU,11.488
2019,SVK,12.141
2020,SVK,12.737
2021,SVK,13.436
2022,SVK,14.2
2023,SVK,14.41
2019,JPN,7.985
2020,JPN,8.126
2021,JPN,8.532
2022,JPN,8.896
2023,JPN,9.099
2019,CAN,9.294
2020,CAN,8.992
2021,CAN,8.901
2022,CAN,8.881
2023,CAN,8.996
2019,DNK,6.561
2020,DNK,6.847
2021,DNK,7.047
2022,DNK,6.815
2023,DNK,7.508
2019,DEU,2.618
2020,DEU,2.544
2021,DEU,2.41
2022,DEU,2.551
2023,DEU,2.571
2019,CHE,8.059
2020,CHE,7.874
2021,CHE,8.108
2022,CHE,8.261
2023,CHE,8.304
2019,FIN,13.297
2020,FIN,13.51
2019,CRI,12.781
2020,CRI,12.719
2021,CRI,13.639
2022,CRI,13.269
2023,CRI,13.167
2019,MKD,9.234
2020,MKD,9.223
2019,BGR,7.722
2020,BGR,7.928
2021,BGR,8.089
2022,BGR,9.17
2023,BGR,9.337
2019,ISL,8.44
2020,ISL,8.304
2021,ISL,8.257
2022,ISL,8.179
2023,ISL,7.961
2019,FRA,10.624
2020,FRA,10.33
2021,FRA,10.26
2022,FRA,10.2
2023,FRA,10.26
2019,SVK,12.778
2020,SVK,13.37
2021,SVK,13.477
2022,SVK,14.268
2023,SVK,14.569
2019,LUX,12.316
2020,LUX,9.251
2021,LUX,10.62
2022,LUX,10.774
2023,LUX,11.654
2019,CZE,0.654
2020,CZE,0.628
2021,CZE,0.635
2022,CZE,0.697
2023,CZE,0.763
2019,KOR,12.127
2020,KOR,11.565
2021,KOR,11.02
2022,KOR,10.318
2023,KOR,9.809
2019,CYP,5.621
2020,CYP,5.497
2021,CYP,5.116
2022,CYP,5.53
2023,CYP,6.143
2019,BRA,6.077
2020,BRA,7.042
2021,BRA,7.699
2022,BRA,6.987
2023,BRA,8.178
2019,NZL,1.487
2020,NZL,1.525
2021,NZL,1.515
2022,NZL,1.561
2023,NZL,1.699
2019,ISL,15.625
2020,ISL,14.335
2021,ISL,13.377
2022,ISL,14.159
2023,ISL,25.338
2019,COL,8.347
2020,COL,8.486
2021,COL,8.849
2022,COL,8.865
2023,COL,9.023
2019,JPN,12.558
2020,JPN,12.629
2021,JPN,12.505
2022,JPN,12.27
2023,JPN,11.87
2019,FIN,0.667
2020,FIN,0.498
2021,FIN,0.963
2022,FIN,0.974
2023,FIN,1.514
2019,BEL,7.969
2020,BEL,8.006
2021,BEL,8.069
2022,BEL,8.091
2023,BEL,8.057
2019,IDN,10.829
2019,EU22OECD,0.077
2020,EU22OECD,0.073
2021,EU22OECD,0.05
2022,EU22OECD,0.06
2023,EU22OECD,0.066
2019,IND,2.318
2020,IND,3.167
2021,IND,3.56
2022,IND,2.066
2023,IND,2.531
2019,BGR,0.577
2020,BGR,0.372
2021,BGR,0.349
2022,BGR,0.367
2023,BGR,0.259
2019,RUS,1.659
2020,RUS,1.695
2021,RUS,1.634
2022,RUS,1.615
2019,CYP,13.328
2020,CYP,12.17
2021,CYP,13.402
2022,CYP,16.599
2023,CYP,18.036
2019,DNK,4.438
2020,DNK,4.358
2021,DNK,4.265
2022,DNK,4.481
2023,DNK,4.636
2019,SVN,7.861
2020,SVN,7.592
2021,SVN,7.928
2022,SVN,8.033
2023,SVN,8.148
2019,TUR,8.977
2020,TUR,7.855
2021,TUR,7.66
2022,TUR,8.027
2023,TUR,9.292
2019,SVK,9.852
2020,SVK,10.804
2021,SVK,13.782
2022,SVK,12.004
2023,SVK,12.991
2019,AUT,9.766
2020,AUT,9.077
2021,AUT,8.351
2022,AUT,8.194
2023,AUT,8.61
2019,ISL,5.341
2020,ISL,5.42
2021,ISL,5.597
2022,ISL,5.648
2023,ISL,5.648
2019,IRL,9.957
2020,IRL,9.494
2021,IRL,9.136
2022,IRL,8.734
2023,IRL,8.633
2019,GBR,1.18
2020,GBR,1.102
2021,GBR,1.109
2022,GBR,1.104
2023,GBR,1.113
2019,LTU,11.146
2020,LTU,8.541
2021,LTU,8.612
2022,LTU,9.197
2023,LTU,10.992
2019,POL,9.579
2020,POL,7.873
2021,POL,8.106
2022,POL,10.361
2023,POL,10.519
2019,SVN,5.054
2020,SVN,5.875
2021,SVN,6.22
2022,SVN,6.458
2023,SVN,6.581
2019,ISL,4.981
2020,ISL,5.1
2021,ISL,5.264
2022,ISL,5.219
2023,ISL,5.158
2019,ISL,11.18
2020,ISL,11.504
2021,ISL,12.152
2022,ISL,12.157
2023,ISL,12.925
2019,JPN,6.369
2020,JPN,6.186
2021,JPN,5.986
2022,JPN,5.74
2023,JPN,5.691
2019,IDN,3.2
2019,CYP,9.992
2020,CYP,10.283
2021,CYP,10.022
2022,CYP,9.819
2023,CYP,9.851
2019,HRV,14.256
2020,HRV,13.456
2021,HRV,16.317
2022,HRV,14.571
2023,HRV,13.934
2019,CZE,0.575
2020,CZE,0.442
2021,CZE,0.488
2022,CZE,0.647
2023,CZE,0.683
2019,NLD,7.68
2020,NLD,7.758
2021,NLD,7.875
2022,NLD,7.945
2023,NLD,8.004
2019,CHE,4.625
2020,CHE,4.432
2021,CHE,4.486
2022,CHE,4.656
2023,CHE,4.658
2019,GBR,8.851
2020,GBR,8.826
2021,GBR,8.608
2022,GBR,8.489
2023,GBR,8.565
2019,MEX,6.633
2020,MEX,6.661
2021,MEX,6.729
2022,MEX,6.968
2023,MEX,7.159
2021,NOR,0.0245651315891697
2022,NOR,0.0639959936691908
2019,USA,9.813
2020,USA,9.797
2021,USA,9.587
2022,USA,9.432
2023,USA,9.098
2019,ITA,11.372
2020,ITA,11.298
2021,ITA,11.116
2022,ITA,10.823
2023,ITA,10.608
2019,ITA,0.117775636694784
2020,ITA,0.104375229284387
2021,ITA,0.129863602482166
2022,ITA,0.0803014544875821
2019,CYP,6.281
2020,CYP,6.092
2021,CYP,6.057
2022,CYP,6.313
2023,CYP,6.609
2019,BGR,8.025
2020,BGR,7.974
2021,BGR,7.905
2022,BGR,8.373
2023,BGR,8.298
2021,EST,0.217795883246679
2022,EST,0.130524651283702
2019,RUS,0.123
2020,RUS,0.096
2021,RUS,0.223
2022,RUS,0.094
2019,OECD,0.126
2020,OECD,0.118
2021,OECD,0.155
2022,OECD,0.165
2023,OECD,0.222
2019,JPN,11.458
2020,JPN,10.435
2021,JPN,9.483
2022,JPN,10.28
2023,JPN,10.28
2019,NZL,10.556
2020,NZL,10.949
2021,NZL,11.156
2022,NZL,11.329
2023,NZL,11.461
2019,LTU,2.657
2020,LTU,2.98
2021,LTU,3.058
2022,LTU,3.346
2023,LTU,3.693
2019,DNK,6.645
2020,DNK,6.556
2021,DNK,6.614
2022,DNK,6.606
2023,DNK,6.896
2019,PRT,0.108
2021,PRT,0.166
2022,PRT,0.116
2023,PRT,0.328
2019,IND,10.165
2020,IND,10.083
2021,IND,9.922
2022,IND,10.347
2023,IND,10.171
2019,JPN,8.203
2020,JPN,8.187
2021,JPN,8.204
2022,JPN,8.353
2023,JPN,8.474
2019,TUR,0.281
2020,TUR,0.246
2021,TUR,0.246
2022,TUR,0.296
2023,TUR,0.279
2019,AUT,0.838
2020,AUT,0.827
2021,AUT,0.962
2022,AUT,1.096
2023,AUT,1.213
2019,ITA,10.149
2020,ITA,10.107
2021,ITA,9.961
2022,ITA,10.471
2023,ITA,9.976
2019,FRA,7.896
2020,FRA,7.605
2021,FRA,7.982
2022,FRA,8.409
2023,FRA,8.476
2019,SWE,11.127
2020,SWE,11.359
2021,SWE,11.553
2022,SWE,11.727
2023,SWE,12.054
2019,G7,1.629
2020,G7,2.399
2021,G7,2.24
2022,G7,1.926
2023,G7,1.863
2019,IDN,1.329
2019,IDN,5.327
2019,DEU,2.727
2020,DEU,2.707
2021,DEU,2.548
2022,DEU,2.702
2023,DEU,2.708
2019,JPN,7.494
2020,JPN,7.581
2021,JPN,7.584
2022,JPN,7.766
2023,JPN,7.902
2019,G7,0.488
2020,G7,0.497
2021,G7,0.494
2022,G7,0.528
2023,G7,0.566
2019,BGR,7.836
2020,BGR,7.715
2021,BGR,7.624
2022,BGR,8.225
2023,BGR,8.182
2019,G7,2.946
2020,G7,2.853
2021,G7,2.907
2022,G7,3.05
2023,G7,3.059
2019,IDN,4.6
2019,LUX,6.19
2020,LUX,5.926
2021,LUX,6.241
2022,LUX,5.973
2023,LUX,5.571
2019,CHE,7.325
2020,CHE,7.676
2021,CHE,8.479
2022,CHE,8.275
2023,CHE,7.94
2019,NLD,10.172
2020,NLD,10.318
2021,NLD,10.194
2022,NLD,9.862
2023,NLD,9.896
2019,G7,10.296
2020,G7,10.482
2021,G7,10.395
2022,G7,10.315
2023,G7,10.224
2019,IRL,13.049
2020,IRL,13.538
2021,IRL,13.453
2022,IRL,13.267
2023,IRL,13.17
2019,LTU,7.718
2020,LTU,8.0
2021,LTU,8.279
2022,LTU,8.95
2023,LTU,8.723
2019,CRI,2.25
2020,CRI,1.954
2021,CRI,1.633
2022,CRI,1.524
2023,CRI,1.679
2019,GBR,10.319
2020,GBR,10.544
2021,GBR,11.016
2022,GBR,11.138
2023,GBR,10.965
2019,BRA,4.507
2020,BRA,4.63
2021,BRA,4.76
2022,BRA,4.885
2023,BRA,5.009
2019,RUS,3.333
2020,RUS,2.923
2021,RUS,3.291
2022,RUS,3.504
2019,CYP,1.267
2020,CYP,1.35
2021,CYP,1.471
2022,CYP,1.457
2023,CYP,0.88
2019,EU22OECD,1.824
2020,EU22OECD,1.868
2021,EU22OECD,1.963
2022,EU22OECD,2.089
2023,EU22OECD,2.166
2019,ROU,15.237
2020,ROU,15.068
2021,ROU,15.518
2022,ROU,15.214
2023,ROU,14.692
2019,LUX,6.651
2020,LUX,6.564
2021,LUX,6.446
2022,LUX,6.406
2023,LUX,6.41
2019,CAN,2.968
2020,CAN,2.874
2021,CAN,2.971
2022,CAN,3.108
2023,CAN,3.236
2019,CAN,9.174
2020,CAN,9.097
2021,CAN,9.533
2022,CAN,10.201
2023,CAN,9.106
2019,G7,7.561
2020,G7,7.646
2021,G7,7.694
2022,G7,7.848
2023,G7,7.839
2019,GRC,7.509
2020,GRC,7.128
2021,GRC,6.813
2022,GRC,6.54
2023,GRC,6.49
2019,CAN,8.097
2020,CAN,7.996
2021,CAN,7.809
2022,CAN,7.604
2023,CAN,7.459
2019,USA,8.467
2020,USA,8.551
2021,USA,8.663
2022,USA,8.621
2023,USA,8.6
2019,USA,8.124
2020,USA,8.035
2021,USA,7.96
2022,USA,7.912
2023,USA,8.285
2019,FRA,13.835
2020,FRA,13.819
2021,FRA,13.014
2022,FRA,12.586
2023,FRA,12.358
2019,LTU,6.46
2020,LTU,6.269
2021,LTU,6.143
2022,LTU,5.79
2023,LTU,5.625
2019,JPN,7.954
2020,JPN,7.491
2021,JPN,7.144
2022,JPN,6.831
2023,JPN,6.637
2019,PRT,6.249
2020,PRT,6.19
2021,PRT,6.19
2022,PRT,6.205
2023,PRT,6.248
2019,LTU,0.276
2020,LTU,0.229
2021,LTU,0.086
2022,LTU,0.199
2023,LTU,0.622
2019,ISR,11.695
2020,ISR,11.908
2021,ISR,11.692
2022,ISR,11.484
2023,ISR,10.959
2019,CRI,6.055
2020,CRI,6.514
2021,CRI,6.193
2022,CRI,6.889
2023,CRI,6.109
2019,CRI,8.201
2020,CRI,11.225
2021,CRI,9.624
2022,CRI,14.549
2023,CRI,14.679
2019,ITA,15.255
2020,ITA,15.503
2021,ITA,15.313
2022,ITA,15.172
2023,ITA,15.101
2019,IRL,8.453
2020,IRL,8.158
2021,IRL,7.911
2022,IRL,7.779
2023,IRL,7.827
2019,CHE,0.245957823754782
2020,CHE,0.297479464053864
2021,CHE,0.336618184095381
2022,CHE,0.225155543110496
2019,ZAF,0.66
2020,ZAF,0.678
2021,ZAF,0.625
2022,ZAF,0.547
2023,ZAF,0.661
2019,MLT,9.537
2020,MLT,8.703
2021,MLT,10.153
2022,MLT,3.113
2023,MLT,11.179
2019,ROU,0.325
2020,ROU,0.092
2021,ROU,0.429
2022,ROU,0.309
2023,ROU,0.418
2019,ARG,9.71
2020,ARG,10.329
2021,ARG,9.436
2022,ARG,9.338
2023,ARG,9.116
2019,MLT,5.908
2020,MLT,5.835
2021,MLT,5.776
2022,MLT,5.465
2023,MLT,5.211
2019,CZE,7.14
2020,CZE,7.35
2021,CZE,7.508
2022,CZE,7.641
2023,CZE,7.251
2019,HUN,14.616
2020,HUN,15.152
2021,HUN,13.037
2022,HUN,12.675
2023,HUN,11.991
2019,ISL,9.688
2020,ISL,10.535
2021,ISL,10.114
2022,ISL,7.375
2023,ISL,4.73
2019,LTU,5.969
2020,LTU,5.635
2021,LTU,5.615
2022,LTU,5.534
2023,LTU,5.491
2019,EU27,10.266
2020,EU27,9.985
2021,EU27,9.676
2022,EU27,9.587
2023,EU27,9.509
2019,EU22OECD,0.548
2020,EU22OECD,0.588
2021,EU22OECD,0.592
2022,EU22OECD,0.618
2023,EU22OECD,0.656
2019,E,6.77677156828463
2020,E,6.53685162358616
2021,E,6.73843820535597
2022,E,6.93005509154452
2019,ARG,7.638
2020,ARG,8.631
2021,ARG,8.932
2022,ARG,8.292
2023,ARG,9.058
2019,ROU,9.95
2020,ROU,9.612
2021,ROU,9.52
2022,ROU,9.246
2023,ROU,8.973
2019,MEX,2.039
2020,MEX,2.471
2021,MEX,2.659
2022,MEX,2.578
2023,MEX,2.423
2019,PRT,1.002
2020,PRT,0.621
2021,PRT,0.602
2022,PRT,0.822
2023,PRT,0.926
2019,GBR,14.36
2020,GBR,16.28
2021,GBR,16.913
2022,GBR,15.016
2023,GBR,15.758
2019,POL,7.246
2020,POL,7.292
2021,POL,7.462
2022,POL,8.441
2023,POL,7.817
2019,COL,3.892
2020,COL,3.458
2021,COL,3.127
2022,COL,3.192
2023,COL,3.198
2019,HUN,6.352
2020,HUN,4.625
2021,HUN,6.378
2022,HUN,4.657
2023,HUN,5.85
2019,COL,11.905
2020,COL,12.468
2021,COL,12.652
2022,COL,12.413
2023,COL,12.852
2019,KOR,2.127
2020,KOR,2.359
2021,KOR,2.562
2022,KOR,2.772
2023,KOR,2.951
2019,COL,4.884
2020,COL,4.967
2021,COL,5.156
2022,COL,5.462
2023,COL,5.682
2019,BGR,0.0360591607459466
2020,BGR,0.0481796863399087
2021,BGR,0.00782685656850566
2022,BGR,0.0174755615061765
2019,MKD,8.301
2020,MKD,8.228
2019,ROU,15.034
2020,ROU,14.871
2021,ROU,15.284
2022,ROU,14.99
2023,ROU,14.498
2019,POL,7.276
2020,POL,7.03
2021,POL,6.748
2022,POL,6.451
2023,POL,6.296
2019,GBR,0.157
2021,GBR,0.089
2022,GBR,0.081
2019,BRA,0.393
2020,BRA,0.262
2021,BRA,0.365
2022,BRA,0.467
2023,BRA,0.471
2019,EU19OECD,7.554
2020,EU19OECD,7.591
2021,EU19OECD,7.624
2022,EU19OECD,7.562
2023,EU19OECD,7.546
2019,BRA,5.26
2020,BRA,5.38
2021,BRA,5.486
2022,BRA,5.602
2023,BRA,5.704
2019,RUS,5.033
2020,RUS,5.14
2021,RUS,5.303
2022,RUS,5.416
2019,BGR,1.304
2020,BGR,1.191
2021,BGR,1.115
2022,BGR,0.789
2023,BGR,1.521
2019,CZE,0.471
2020,CZE,0.39
2021,CZE,0.383
2022,CZE,0.488
2023,CZE,0.503
2019,PRT,10.256
2020,PRT,10.265
2021,PRT,10.077
2022,PRT,9.938
2023,PRT,10.034
2019,G7,6.935
2020,G7,6.933
2021,G7,6.949
2022,G7,6.951
2023,G7,6.924
2019,BEL,6.454
2020,BEL,6.505
2021,BEL,6.584
2022,BEL,6.641
2023,BEL,6.707
2019,IDN,12.045
2019,MKD,10.279
2020,MKD,10.179
2019,MLT,0.584
2020,MLT,0.621
2021,MLT,0.612
2022,MLT,0.595
2023,MLT,0.62
2019,G7,7.646
2020,G7,7.632
2021,G7,7.648
2022,G7,7.737
2023,G7,7.723
2019,FRA,0.331
2020,FRA,0.394
2021,FRA,0.772
2022,FRA,0.738
2023,FRA,1.111
2019,CRI,12.551
2020,CRI,11.649
2021,CRI,11.191
2022,CRI,11.924
2023,CRI,11.85
2019,ITA,14.756
2020,ITA,15.163
2021,ITA,15.182
2022,ITA,15.039
2023,ITA,15.001
2019,HUN,16.092
2020,HUN,15.466
2021,HUN,14.77
2022,HUN,14.006
2023,HUN,13.202
2019,MEX,0.166
2020,MEX,0.114
2021,MEX,0.03
2022,MEX,0.005
2023,MEX,0.027
2019,NOR,8.066
2020,NOR,8.014
2021,NOR,8.479
2022,NOR,8.296
2023,NOR,8.336
2019,BEL,7.589
2020,BEL,7.679
2021,BEL,7.746
2022,BEL,7.799
2023,BEL,7.832
2019,IND,3.612
2020,IND,4.618
2021,IND,4.31
2022,IND,4.054
2023,IND,3.33
2019,BRA,4.072
2020,BRA,4.758
2021,BRA,4.841
2022,BRA,4.529
2023,BRA,4.536
2019,HRV,5.634
2020,HRV,5.598
2021,HRV,5.556
2022,HRV,5.51
2023,HRV,5.652
2019,NLD,10.152
2020,NLD,10.391
2021,NLD,10.537
2022,NLD,10.568
2023,NLD,10.59
2019,SWE,7.435
2020,SWE,7.449
2021,SWE,7.437
2022,SWE,7.454
2023,SWE,7.538
2019,CRI,6.572
2020,CRI,7.387
2021,CRI,6.945
2022,CRI,7.259
2023,CRI,7.848
2019,SVN,0.823
2020,SVN,0.63
2021,SVN,0.832
2022,SVN,0.943
2023,SVN,1.106
2019,LUX,9.363
2020,LUX,9.491
2021,LUX,9.744
2022,LUX,9.796
2023,LUX,9.896
2019,POL,5.532
2020,POL,5.864
2021,POL,6.008
2022,POL,5.955
2023,POL,5.836
2019,COL,2.535
2020,COL,2.904
2021,COL,2.721
2022,COL,3.142
2023,COL,3.158
2019,CAN,8.729
2020,CAN,8.695
2021,CAN,8.939
2022,CAN,8.828
2023,CAN,8.624
2019,JPN,9.259
2020,JPN,9.424
2021,JPN,8.247
2022,JPN,8.989
2023,JPN,8.333
2019,CZE,7.355
2020,CZE,7.1
2021,CZE,6.715
2022,CZE,6.382
2023,CZE,6.58
2019,BEL,4.169
2020,BEL,3.748
2021,BEL,4.905
2022,BEL,4.843
2023,BEL,3.83
2019,EU27,5.688
2020,EU27,5.635
2021,EU27,5.646
2022,EU27,5.698
2023,EU27,5.762
2019,HUN,14.56
2020,HUN,15.006
2021,HUN,15.601
2022,HUN,16.133
2023,HUN,16.433
2019,DNK,11.433
2020,DNK,12.009
2021,DNK,11.543
2022,DNK,13.167
2023,DNK,12.84
2019,GBR,1.159
2020,GBR,1.27
2021,GBR,1.293
2022,GBR,1.738
2023,GBR,1.403
2019,HRV,0.234
2020,HRV,0.152
2021,HRV,0.173
2022,HRV,0.116
2023,HRV,0.338
2019,ARG,5.581
2020,ARG,5.67
2021,ARG,5.365
2022,ARG,5.22
2023,ARG,5.253
2019,MLT,6.788
2020,MLT,6.715
2021,MLT,6.643
2022,MLT,6.389
2023,MLT,6.133
2019,BGR,9.381
2020,BGR,8.627
2021,BGR,8.171
2022,BGR,7.376
2023,BGR,7.164
2019,IND,0.673
2020,IND,0.81
2021,IND,0.789
2022,IND,0.645
2023,IND,0.931
2022,CYP,0.269
2023,CYP,0.104
2019,COL,12.353
2020,COL,11.843
2021,COL,11.299
2022,COL,11.374
2023,COL,11.187
2019,FRA,4.873
2020,FRA,4.983
2021,FRA,5.24
2022,FRA,5.26
2023,FRA,5.679
2019,ROU,10.049
2020,ROU,11.168
2021,ROU,11.332
2022,ROU,11.219
2023,ROU,11.221
2019,E,0.0250214929045537
2020,E,0.0287150704450456
2021,E,0.0331176823341917
2022,E,0.0333535890734943
2019,ARG,8.642
2020,ARG,8.653
2021,ARG,9.417
2022,ARG,9.363
2023,ARG,9.155
2019,USA,6.163
2020,USA,6.096
2021,USA,6.031
2022,USA,6.22
2023,USA,6.2
2019,NZL,8.036
2020,NZL,7.96
2021,NZL,7.866
2022,NZL,7.74
2023,NZL,7.504
2019,AUT,7.618
2020,AUT,7.53
2021,AUT,7.433
2022,AUT,7.33
2023,AUT,7.227
2019,EU27,8.656
2020,EU27,8.583
2021,EU27,8.543
2022,EU27,8.468
2023,EU27,8.404
2019,ROU,1.007
2020,ROU,0.894
2021,ROU,0.545
2022,ROU,0.539
2023,ROU,0.588
2019,ARG,1.545
2020,ARG,0.904
2021,ARG,0.884
2022,ARG,1.491
2023,ARG,2.511
2019,NLD,8.981
2020,NLD,8.756
2021,NLD,8.94
2022,NLD,9.263
2023,NLD,9.58
2019,JPN,1.852
2020,JPN,2.618
2021,JPN,2.062
2022,JPN,1.685
2023,JPN,1.667
2019,EST,10.462
2020,EST,10.676
2021,EST,10.374
2022,EST,10.01
2023,EST,9.913
2019,HRV,1.087
2020,HRV,1.276
2021,HRV,1.188
2022,HRV,0.904
2023,HRV,0.943
2019,E,12.2258136668214
2020,E,12.1255440403621
2021,E,12.0199080956773
2022,E,11.7687237270478
2019,HUN,5.242
2020,HUN,5.157
2021,HUN,4.904
2022,HUN,4.97
2023,HUN,4.791
2019,SVN,14.244
2020,SVN,13.742
2021,SVN,14.373
2022,SVN,14.355
2023,SVN,14.399
2019,POL,0.568
2020,POL,0.468
2021,POL,0.495
2022,POL,0.542
2023,POL,0.649
2019,NZL,8.445
2020,NZL,8.297
2021,NZL,8.064
2022,NZL,7.845
2023,NZL,7.758
2019,ISR,8.827
2020,ISR,8.718
2021,ISR,8.7
2022,ISR,8.406
2023,ISR,8.231
2019,MEX,4.859
2020,MEX,4.527
2021,MEX,4.76
2022,MEX,4.521
2023,MEX,4.495
2019,G7,5.478
2020,G7,6.411
2021,G7,6.315
2022,G7,6.192
2023,G7,6.188
2019,USA,10.166
2020,USA,10.367
2021,USA,10.514
2022,USA,10.85
2023,USA,10.974
2019,CAN,7.224
2020,CAN,7.417
2021,CAN,7.525
2022,CAN,7.294
2023,CAN,7.444
2019,SVN,9.667
2020,SVN,9.447
2021,SVN,8.336
2022,SVN,8.24
2023,SVN,8.478
2019,SVN,10.219
2020,SVN,10.114
2021,SVN,8.395
2022,SVN,8.764
2023,SVN,10.232
2019,COL,0.344160579488705
2020,COL,0.323846980857908
2021,COL,0.284771888252902
2022,COL,0.295113649619035
2019,ITA,6.651
2020,ITA,6.588
2021,ITA,6.555
2022,ITA,6.518
2023,ITA,6.513
2019,DEU,9.604
2020,DEU,9.667
2021,DEU,9.915
2022,DEU,9.84
2023,DEU,9.637
2019,SVK,4.647
2020,SVK,3.516
2021,SVK,2.958
2022,SVK,4.465
2023,SVK,4.404
2019,LVA,1.384
2020,LVA,1.492
2021,LVA,1.26
2022,LVA,1.529
2023,LVA,1.621
2019,MKD,8.854
2020,MKD,8.792
2019,RUS,8.618
2020,RUS,8.941
2021,RUS,8.542
2022,RUS,9.25
2019,NZL,10.204
2020,NZL,11.028
2021,NZL,10.467
2022,NZL,12.17
2023,NZL,9.25
2019,CZE,0.308
2020,CZE,0.281
2021,CZE,0.312
2022,CZE,0.378
2023,CZE,0.375
2019,LVA,9.097
2020,LVA,9.364
2021,LVA,9.594
2022,LVA,9.921
2023,LVA,10.011
2019,DNK,2.358
2020,DNK,2.39
2021,DNK,2.353
2022,DNK,2.624
2023,DNK,2.862
2019,DEU,10.613
2020,DEU,10.466
2021,DEU,10.622
2022,DEU,10.692
2023,DEU,10.685
2019,PRT,11.097
2020,PRT,11.148
2021,PRT,11.37
2022,PRT,11.219
2023,PRT,11.015
2019,CHL,0.782
2020,CHL,0.656
2021,CHL,0.626
2022,CHL,0.747
2023,CHL,0.778
2019,SVK,0.289
2020,SVK,0.291
2021,SVK,0.405
2022,SVK,0.391
2023,SVK,0.387
2019,MKD,10.95
2020,MKD,10.623
2019,SVK,11.081
2020,SVK,12.886
2021,SVK,14.251
2022,SVK,14.699
2023,SVK,13.207
2019,EU27,9.733
2020,EU27,9.443
2021,EU27,9.316
2022,EU27,9.326
2023,EU27,9.385
2019,SWE,8.599
2020,SWE,8.69
2021,SWE,8.848
2022,SWE,9.044
2023,SWE,9.285
2019,SVN,0.829
2020,SVN,0.823
2021,SVN,1.182
2022,SVN,1.374
2023,SVN,1.302
2019,DEU,9.404
2020,DEU,9.158
2021,DEU,9.08
2022,DEU,9.239
2023,DEU,9.422
2019,TUR,8.375
2020,TUR,8.202
2021,TUR,8.205
2022,TUR,8.568
2023,TUR,8.775
2019,ISL,9.666
2020,ISL,8.95
2021,ISL,8.962
2022,ISL,8.668
2023,ISL,8.853
2019,CYP,7.585
2020,CYP,7.392
2021,CYP,7.761
2022,CYP,7.902
2023,CYP,7.689
2019,IDN,3.505
2019,EU19OECD,13.406
2020,EU19OECD,13.276
2021,EU19OECD,13.064
2022,EU19OECD,12.897
2023,EU19OECD,12.692
2019,BRA,10.406
2020,BRA,10.27
2021,BRA,10.127
2022,BRA,9.98
2023,BRA,9.831
2019,MKD,13.67
2020,MKD,13.846
2021,HRV,0.149
2022,HRV,0.036
2019,CHE,10.215
2020,CHE,10.462
2021,CHE,10.115
2022,CHE,10.109
2023,CHE,9.866
2021,SVN,0.397
2022,SVN,1.964
2023,SVN,3.604
2019,G7,10.396
2020,G7,10.59
2021,G7,10.729
2022,G7,10.827
2023,G7,10.854
2019,CAN,10.165
2020,CAN,10.573
2021,CAN,10.62
2022,CAN,10.795
2023,CAN,10.885
2019,ESP,8.334
2020,ESP,8.459
2021,ESP,8.525
2022,ESP,8.624
2023,ESP,8.676
2019,CHE,0.417
2020,CHE,0.413
2021,CHE,0.53
2022,CHE,0.445
2023,CHE,0.578
2019,CHL,8.185
2020,CHL,8.201
2021,CHL,8.26
2022,CHL,8.315
2023,CHL,8.332
2019,POL,18.549
2020,POL,19.418
2021,POL,18.883
2022,POL,19.137
2023,POL,20.922
2019,LTU,0.319
2020,LTU,0.391
2021,LTU,0.149
2022,LTU,0.436
2023,LTU,0.606
2019,HUN,15.107
2020,HUN,15.746
2021,HUN,14.679
2022,HUN,12.979
2023,HUN,11.738
2019,CAN,3.25
